code,ticker,codesource,name,market,category,cur,country,continent,date,short_name,coverage,benchmark,performance,month_history,updated,industry,sector
STKUSBIO,BIO,BIO,BIO RAD LABORATORIES A,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,BIO RAD LABORATORIES A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL DEVICES,HEALTH CARE
STKUSBK,BK,BK,BANK OF NEW YORK MELLON,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,BANK OF NEW YORK MELLON,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,ASSET MANAGEMENT,FINANCIAL SERVICES
STKUSBKNG,BKNG,BKNG,BOOKING HOLDINGS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,BOOKING HOLDINGS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,TRAVEL SERVICES,CONSUMER CYCLICAL
STKUSBKR,BKR,BKR,BAKER HUGHES A,"",LARGE,PESO,UNITED STATES,AMERICA,2024-09-03,BAKER HUGHES A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,OTHER,FINANCIALS
STKUSBLDR,BLDR,BLDR,"BUILDERS FIRSTSOURCE, INC.","",LARGE,USD,UNITED STATES,AMERICA,2024-09-03,"BUILDERS FIRSTSOURCE, INC.",INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,BUILDING PRODUCTS & EQUIPMENT,INDUSTRIALS
STKUSBLL,BLL,BALL,BALL,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,BALL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,PACKAGING & CONTAINERS,CONSUMER CYCLICAL
STKUSBR,BR,BR,BROADRIDGE FINANCIAL SOLUTIONS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,BROADRIDGE FINANCIAL SOLUTIONS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INFORMATION TECHNOLOGY SERVICES,TECHNOLOGY
STKUSBRK-B,BRK-B,BRK-B,BERKSHIRE HATHAWAY INC.,"",LARGE,USD,UNITED STATES,,2024-09-03,BERKSHIRE HATHAWAY INC.,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INSURANCE - DIVERSIFIED,FINANCIAL SERVICES
STKUSBRO,BRO,BRO,BROWN & BROWN,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,BROWN & BROWN,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INSURANCE BROKERS,FINANCIAL SERVICES
STKUSBSX,BSX,BSX,BOSTON SCIENTIFIC,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,BOSTON SCIENTIFIC,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL DEVICES,HEALTH CARE
STKUSBWA,BWA,BWA,BORGWARNER,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,BORGWARNER,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,AUTO PARTS,CONSUMER CYCLICAL
STKUSBXP,BXP,BXP,BOSTON PROPERTIES REIT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,BOSTON PROPERTIES REIT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - OFFICE,REAL ESTATE
STKUSCAG,CAG,CAG,CONAGRA BRANDS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CONAGRA BRANDS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,PACKAGED FOODS,CONSUMER DEFENSIVE
STKUSCAH,CAH,CAH,CARDINAL HEALTH,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CARDINAL HEALTH,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL DISTRIBUTION,HEALTH CARE
STKUSCARR,CARR,CARR,CARRIER GLOBAL,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CARRIER GLOBAL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,BUILDING PRODUCTS & EQUIPMENT,INDUSTRIALS
STKUSCAT,CAT,CAT,CATERPILLAR,"",LARGE,PESO,UNITED STATES,AMERICA,2024-10-01,CATERPILLAR,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,FOOD,INDUSTRIALS
STKUSCB,CB,CB,CHUBB,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CHUBB,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INSURANCE - PROPERTY & CASUALTY,FINANCIAL SERVICES
STKUSCBOE,CBOE,CBOE,"CBOE GLOBAL MARKETS, INC.","",LARGE,USD,UNITED STATES,AMERICA,2024-09-03,"CBOE GLOBAL MARKETS, INC.",INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,FINANCIAL DATA & STOCK EXCHANGES,FINANCIAL SERVICES
STKUSCBRE,CBRE,CBRE,CBRE GROUP A,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CBRE GROUP A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REAL ESTATE SERVICES,REAL ESTATE
STKUSCCI,CCI,CCI,CROWN CASTLE INTERNATIONAL REIT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CROWN CASTLE INTERNATIONAL REIT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - SPECIALTY,REAL ESTATE
STKUSCCL,CCL,CCL,CARNIVAL,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CARNIVAL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,TRAVEL SERVICES,CONSUMER CYCLICAL
STKUSCDNS,CDNS,CDNS,CADENCE DESIGN SYSTEMS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CADENCE DESIGN SYSTEMS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SOFTWARE - APPLICATION,TECHNOLOGY
STKUSCDW,CDW,CDW,CDW,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CDW,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INFORMATION TECHNOLOGY SERVICES,TECHNOLOGY
STKUSCE,CE,CE,CELANESE,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CELANESE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,CHEMICALS,BASIC MATERIALS
STKUSCEG,CEG,CEG,CONSTELLATION ENERGY CORPORATION,"",LARGE,USD,UNITED STATES,,2024-09-03,CONSTELLATION ENERGY CORPORATION,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - RENEWABLE,UTILITIES
STKUSCF,CF,CF,CF INDUSTRIES HOLDINGS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CF INDUSTRIES HOLDINGS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,AGRICULTURAL INPUTS,BASIC MATERIALS
STKUSCFG,CFG,CFG,CITIZENS FINANCIAL GROUP,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CITIZENS FINANCIAL GROUP,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,BANKS - REGIONAL,FINANCIAL SERVICES
STKUSCHD,CHD,CHD,CHURCH AND DWIGHT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CHURCH AND DWIGHT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,HOUSEHOLD & PERSONAL PRODUCTS,CONSUMER DEFENSIVE
STKUSCHRW,CHRW,CHRW,CH ROBINSON WORLDWIDE,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CH ROBINSON WORLDWIDE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INTEGRATED FREIGHT & LOGISTICS,INDUSTRIALS
STKUSCI,CI,CI,CIGNA,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CIGNA,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,HEALTHCARE PLANS,HEALTH CARE
STKUSCINF,CINF,CINF,CINCINNATI FINANCIAL,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CINCINNATI FINANCIAL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INSURANCE - PROPERTY & CASUALTY,FINANCIAL SERVICES
STKUSCL,CL,CL,COLGATE-PALMOLIVE,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,COLGATE-PALMOLIVE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,HOUSEHOLD & PERSONAL PRODUCTS,CONSUMER DEFENSIVE
STKUSCLX,CLX,CLX,CLOROX,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CLOROX,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,HOUSEHOLD & PERSONAL PRODUCTS,CONSUMER DEFENSIVE
STKUSCME,CME,CME,CME GROUP A,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CME GROUP A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,FINANCIAL DATA & STOCK EXCHANGES,FINANCIAL SERVICES
STKUSCMG,CMG,CMG,CHIPOTLE MEXICAN GRILL,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CHIPOTLE MEXICAN GRILL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,RESTAURANTS,CONSUMER CYCLICAL
STKUSCMI,CMI,CMI,CUMMINS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CUMMINS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY INDUSTRIAL MACHINERY,INDUSTRIALS
STKUSCMS,CMS,CMS,CMS ENERGY,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CMS ENERGY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED ELECTRIC,UTILITIES
STKUSCNC,CNC,CNC,CENTENE,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CENTENE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,HEALTHCARE PLANS,HEALTH CARE
STKUSCNP,CNP,CNP,CENTERPOINT ENERGY,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CENTERPOINT ENERGY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED ELECTRIC,UTILITIES
STKUSCOF,COF,COF,CAPITAL ONE FINANCIAL,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CAPITAL ONE FINANCIAL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,CREDIT SERVICES,FINANCIAL SERVICES
STKUSCOO,COO,COO,COOPER,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,COOPER,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL INSTRUMENTS & SUPPLIES,HEALTH CARE
STKUSCOP,COP,COP,CONOCOPHILLIPS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CONOCOPHILLIPS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,OIL & GAS E&P,ENERGY
STKUSCOR,COR,COR,"CENCORA, INC.","",LARGE,USD,UNITED STATES,AMERICA,2024-09-03,"CENCORA, INC.",INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL DISTRIBUTION,HEALTH CARE
STKUSCPAY,CPAY,CPAY,"CORPAY, INC.","",LARGE,USD,UNITED STATES,,2024-09-03,"CORPAY, INC.",INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SOFTWARE - INFRASTRUCTURE,TECHNOLOGY
STKUSCPB,CPB,CPB,CAMPBELL SOUP,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CAMPBELL SOUP,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,PACKAGED FOODS,CONSUMER DEFENSIVE
STKUSCPRT,CPRT,CPRT,COPART,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,COPART,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY BUSINESS SERVICES,INDUSTRIALS
STKUSCPT,CPT,CPT,CAMDEN PROPERTY TRUST REIT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CAMDEN PROPERTY TRUST REIT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - RESIDENTIAL,REAL ESTATE
STKUSCRL,CRL,CRL,CHARLES RIVER LABORATORIES INTERNATIONAL,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CHARLES RIVER LABORATORIES INTERNATIONAL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,DIAGNOSTICS & RESEARCH,HEALTH CARE
STKUSCRWD,CRWD,CRWD,CROWDSTRIKE HOLDINGS A,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CROWDSTRIKE HOLDINGS A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SOFTWARE - INFRASTRUCTURE,TECHNOLOGY
STKUSCSGP,CSGP,CSGP,COSTAR GROUP,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,COSTAR GROUP,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REAL ESTATE SERVICES,REAL ESTATE
STKUSCSX,CSX,CSX,CSX,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CSX,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,RAILROADS,INDUSTRIALS
STKUSCTAS,CTAS,CTAS,CINTAS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CINTAS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY BUSINESS SERVICES,INDUSTRIALS
STKUSCTLT,CTLT,CTLT,CATALENT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CATALENT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,DRUG MANUFACTURERS - SPECIALTY & GENERIC,HEALTH CARE
STKUSCTRA,CTRA,CTRA,COTERRA ENERGY INC.,"",LARGE,USD,UNITED STATES,,2024-09-03,COTERRA ENERGY INC.,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,OIL & GAS E&P,ENERGY
STKUSCTSH,CTSH,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS A,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,COGNIZANT TECHNOLOGY SOLUTIONS A,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INFORMATION TECHNOLOGY SERVICES,TECHNOLOGY
STKUSCTVA,CTVA,CTVA,CORTEVA,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CORTEVA,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,AGRICULTURAL INPUTS,BASIC MATERIALS
STKUSCVS,CVS,CVS,CVS HEALTH,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CVS HEALTH,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,HEALTHCARE PLANS,HEALTH CARE
STKUSCZR,CZR,CZR,CAESARS ENTERTAINMENT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CAESARS ENTERTAINMENT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,RESORTS & CASINOS,CONSUMER CYCLICAL
STKUSD,D,D,DOMINION ENERGY,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DOMINION ENERGY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED ELECTRIC,UTILITIES
STKUSDAL,DAL,DAL,DELTA AIR LINES,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DELTA AIR LINES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,AIRLINES,INDUSTRIALS
STKUSDAY,DAY,DAY,DAYFORCE INC,"",LARGE,USD,UNITED STATES,,2024-09-03,DAYFORCE INC,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SOFTWARE - APPLICATION,TECHNOLOGY
STKUSDD,DD,DD,DUPONT DE NEMOURS,"",LARGE,PESO,UNITED STATES,AMERICA,2024-10-01,DUPONT DE NEMOURS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,PROPERTY,PROPERTY
STKUSDE,DE,DE,DEERE,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DEERE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,FARM & HEAVY CONSTRUCTION MACHINERY,INDUSTRIALS
STKUSDECK,DECK,DECK,DECKERS OUTDOOR CORPORATION,"",LARGE,USD,UNITED STATES,AMERICA,2024-09-03,DECKERS OUTDOOR CORPORATION,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,FOOTWEAR & ACCESSORIES,CONSUMER CYCLICAL
STKUSDFS,DFS,DFS,DISCOVER FINANCIAL SERVICES,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DISCOVER FINANCIAL SERVICES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,CREDIT SERVICES,FINANCIAL SERVICES
STKUSDG,DG,DG,DOLLAR GENERAL,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DOLLAR GENERAL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,DISCOUNT STORES,CONSUMER DEFENSIVE
STKUSDGX,DGX,DGX,QUEST DIAGNOSTICS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,QUEST DIAGNOSTICS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,DIAGNOSTICS & RESEARCH,HEALTH CARE
STKUSDHI,DHI,DHI,D R HORTON,"",LARGE,PESO,UNITED STATES,AMERICA,2024-10-01,D R HORTON,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,OTHER,FINANCIALS
STKUSDLR,DLR,DLR,DIGITAL REALTY TRUST REIT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DIGITAL REALTY TRUST REIT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - SPECIALTY,REAL ESTATE
STKUSDLTR,DLTR,DLTR,DOLLAR TREE,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DOLLAR TREE,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,DISCOUNT STORES,CONSUMER DEFENSIVE
STKUSDOC,DOC,DOC,PHYSICIANS REALTY TRUST REIT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,PHYSICIANS REALTY TRUST REIT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - HEALTHCARE FACILITIES,REAL ESTATE
STKUSDOV,DOV,DOV,DOVER,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DOVER,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY INDUSTRIAL MACHINERY,INDUSTRIALS
STKUSDOW,DOW,DOW,DOW,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DOW,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,CHEMICALS,BASIC MATERIALS
STKUSDPZ,DPZ,DPZ,DOMINOS PIZZA,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DOMINOS PIZZA,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,RESTAURANTS,CONSUMER CYCLICAL
STKUSDRI,DRI,DRI,DARDEN RESTAURANTS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DARDEN RESTAURANTS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,RESTAURANTS,CONSUMER CYCLICAL
STKUSDTE,DTE,DTE,DTE ENERGY,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DTE ENERGY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED ELECTRIC,UTILITIES
STKUSDUK,DUK,DUK,DUKE ENERGY,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DUKE ENERGY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED ELECTRIC,UTILITIES
STKUSDVA,DVA,DVA,DAVITA,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DAVITA,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL CARE FACILITIES,HEALTH CARE
STKUSDVN,DVN,DVN,DEVON ENERGY,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DEVON ENERGY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,OIL & GAS E&P,ENERGY
STKUSDXCM,DXCM,DXCM,DEXCOM,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,DEXCOM,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,MEDICAL DEVICES,HEALTH CARE
STKUSEA,EA,EA,ELECTRONIC ARTS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ELECTRONIC ARTS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,ELECTRONIC GAMING & MULTIMEDIA,COMMUNICATION SERVICES
STKUSEBAY,EBAY,EBAY,EBAY,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,EBAY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INTERNET RETAIL,CONSUMER CYCLICAL
STKUSECL,ECL,ECL,ECOLAB,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ECOLAB,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY CHEMICALS,BASIC MATERIALS
STKUSED,ED,ED,CONSOLIDATED EDISON,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,CONSOLIDATED EDISON,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED ELECTRIC,UTILITIES
STKUSEFX,EFX,EFX,EQUIFAX,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,EQUIFAX,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,CONSULTING SERVICES,INDUSTRIALS
STKUSEG,EG,EG,"EVEREST GROUP, LTD.","",LARGE,USD,UNITED STATES,,2024-09-03,"EVEREST GROUP, LTD.",INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INSURANCE - REINSURANCE,FINANCIAL SERVICES
STKUSEIX,EIX,EIX,EDISON INTERNATIONAL,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,EDISON INTERNATIONAL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED ELECTRIC,UTILITIES
STKUSELV,ELV,ELV,"ELEVANCE HEALTH, INC.","",LARGE,USD,UNITED STATES,,2024-09-03,"ELEVANCE HEALTH, INC.",INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,HEALTHCARE PLANS,HEALTH CARE
STKUSEMN,EMN,EMN,EASTMAN CHEMICAL,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,EASTMAN CHEMICAL,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY CHEMICALS,BASIC MATERIALS
STKUSEMR,EMR,EMR,EMERSON ELECTRIC,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,EMERSON ELECTRIC,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY INDUSTRIAL MACHINERY,INDUSTRIALS
STKUSENPH,ENPH,ENPH,ENPHASE ENERGY,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ENPHASE ENERGY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SOLAR,TECHNOLOGY
STKUSEOG,EOG,EOG,EOG RESOURCES,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,EOG RESOURCES,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,OIL & GAS E&P,ENERGY
STKUSEPAM,EPAM,EPAM,EPAM SYSTEMS,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,EPAM SYSTEMS,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INFORMATION TECHNOLOGY SERVICES,TECHNOLOGY
STKUSEQIX,EQIX,EQIX,EQUINIX REIT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,EQUINIX REIT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - SPECIALTY,REAL ESTATE
STKUSEQR,EQR,EQR,EQUITY RESIDENTIAL REIT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,EQUITY RESIDENTIAL REIT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - RESIDENTIAL,REAL ESTATE
STKUSEQT,EQT,EQT,EQT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,EQT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,OIL & GAS E&P,ENERGY
STKUSES,ES,ES,EVERSOURCE ENERGY,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,EVERSOURCE ENERGY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED ELECTRIC,UTILITIES
STKUSESS,ESS,ESS,ESSEX PROPERTY TRUST REIT,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ESSEX PROPERTY TRUST REIT,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,REIT - RESIDENTIAL,REAL ESTATE
STKUSETN,ETN,ETN,EATON,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,EATON,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,SPECIALTY INDUSTRIAL MACHINERY,INDUSTRIALS
STKUSETR,ETR,ETR,ENTERGY,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ENTERGY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,UTILITIES - REGULATED ELECTRIC,UTILITIES
STKUSETSY,ETSY,ETSY,ETSY,"",LARGE,USD,UNITED STATES,AMERICA,2024-10-01,ETSY,INTERNATIONAL,SP500,2024-10-02,2024-10-02,2024-10-02 11:33:00,INTERNET RETAIL,CONSUMER CYCLICAL
